grid_value,target_index,pd_mean,pd_sd,feature,target
0.012751223833153108,0,45.472816467285156,33.45109558105469,pair_04,glass_adhesion_kpa
0.01700163177753748,0,45.089534759521484,33.30976867675781,pair_04,glass_adhesion_kpa
0.02125203972192185,0,44.7167854309082,33.12226867675781,pair_04,glass_adhesion_kpa
0.025502447666306216,0,44.352012634277344,32.87419891357422,pair_04,glass_adhesion_kpa
0.029752855610690587,0,44.01053237915039,32.56060028076172,pair_04,glass_adhesion_kpa
0.03400326355507496,0,43.71609115600586,32.190853118896484,pair_04,glass_adhesion_kpa
0.038253671499459324,0,43.48643493652344,31.792316436767578,pair_04,glass_adhesion_kpa
0.0425040794438437,0,43.32433319091797,31.397615432739258,pair_04,glass_adhesion_kpa
0.046754487388228065,0,43.22590637207031,31.021739959716797,pair_04,glass_adhesion_kpa
0.05100489533261243,0,43.18669891357422,30.671722412109375,pair_04,glass_adhesion_kpa
0.055255303276996806,0,43.20213317871094,30.351186752319336,pair_04,glass_adhesion_kpa
0.05950571122138117,0,43.269500732421875,30.06157875061035,pair_04,glass_adhesion_kpa
0.06375611916576554,0,43.385459899902344,29.806781768798828,pair_04,glass_adhesion_kpa
0.06800652711014991,0,43.543025970458984,29.594112396240234,pair_04,glass_adhesion_kpa
0.07225693505453429,0,43.73025131225586,29.430482864379883,pair_04,glass_adhesion_kpa
0.07650734299891865,0,43.93123245239258,29.31649398803711,pair_04,glass_adhesion_kpa
0.08075775094330302,0,44.129329681396484,29.243253707885742,pair_04,glass_adhesion_kpa
0.0,0,37.68467712402344,28.345735549926758,pair_13,glass_adhesion_kpa
0.004289858905892621,0,39.29652786254883,29.03968048095703,pair_13,glass_adhesion_kpa
0.008579717811785242,0,41.39141845703125,29.914451599121094,pair_13,glass_adhesion_kpa
0.012869576717677862,0,43.83072280883789,30.842830657958984,pair_13,glass_adhesion_kpa
0.017159435623570484,0,46.26240158081055,31.62474250793457,pair_13,glass_adhesion_kpa
0.021449294529463106,0,48.369293212890625,32.10151290893555,pair_13,glass_adhesion_kpa
0.025739153435355724,0,50.058799743652344,32.25938415527344,pair_13,glass_adhesion_kpa
0.030029012341248346,0,51.36494064331055,32.16842269897461,pair_13,glass_adhesion_kpa
0.03431887124714097,0,52.36023712158203,31.92268943786621,pair_13,glass_adhesion_kpa
0.03860873015303359,0,53.118282318115234,31.60387420654297,pair_13,glass_adhesion_kpa
0.04289858905892621,0,53.69837188720703,31.26559066772461,pair_13,glass_adhesion_kpa
0.04718844796481883,0,54.14422607421875,30.936595916748047,pair_13,glass_adhesion_kpa
0.05147830687071145,0,54.48765182495117,30.62992286682129,pair_13,glass_adhesion_kpa
0.055768165776604074,0,54.75214767456055,30.350149154663086,pair_13,glass_adhesion_kpa
0.06005802468249669,0,54.95538330078125,30.097686767578125,pair_13,glass_adhesion_kpa
0.06434788358838932,0,55.1108512878418,29.87102508544922,pair_13,glass_adhesion_kpa
0.06863774249428194,0,55.22895050048828,29.667896270751953,pair_13,glass_adhesion_kpa
0.07292760140017455,0,55.31776428222656,29.485841751098633,pair_13,glass_adhesion_kpa
0.07721746030606717,0,55.383548736572266,29.322479248046875,pair_13,glass_adhesion_kpa
0.0815073192119598,0,55.43122863769531,29.17561149597168,pair_13,glass_adhesion_kpa
