tag,model,seed,fold,target,n_test,R2,RMSE,MAE,NRMSE,PearsonR,SpearmanRho,CCC
external_single,RandomForest,1337,0,glass_adhesion_kpa,25,0.48349510926544326,44.928721644227934,36.880921309863105,0.7186827659606934,0.8668316872430983,0.8407692307692308,0.8295950119083745
external_single,HistGB,1337,0,glass_adhesion_kpa,25,0.41113802371179886,47.972637775081125,37.692146236188314,0.7673734426498413,0.8482290148372362,0.7976923076923076,0.8111997372743849
external_single,MLP,1337,0,glass_adhesion_kpa,25,0.5085071325302124,43.82737298820082,32.295223236083984,0.7010655403137207,0.7759049534797668,0.7323076923076922,0.7803042919176085
external_single,Mean,1337,1,glass_adhesion_kpa,25,-1.0418493747711182,89.33028000505344,70.8322982788086,1.4289329051971436,,,0.0
external_single,Ridge,1337,1,glass_adhesion_kpa,25,0.6535207033157349,36.79810573844121,25.04204559326172,0.5886249542236328,0.8466853499412537,0.9053846153846155,0.8372784775753788
external_single,ElasticNet,1337,1,glass_adhesion_kpa,25,0.6534231305122375,36.803288652837296,25.0472354888916,0.5887078046798706,0.8466038107872009,0.9053846153846155,0.8372202208037027
external_single,KNN,1337,1,glass_adhesion_kpa,25,0.4060963439088118,48.17756456782902,38.26798243063762,0.7706514596939087,0.8629551108897787,0.8361538461538461,0.7956866088497769
external_single,SVR-RBF,1337,1,glass_adhesion_kpa,25,0.6066347123785883,39.20891813488426,28.917733830985586,0.6271884441375732,0.795538269933298,0.8553846153846153,0.817835056826016
external_single,RandomForest,1337,1,glass_adhesion_kpa,25,0.5203845019586546,43.29457161679898,34.69631462022409,0.6925427913665771,0.873951772062525,0.85,0.8374040231499111
external_single,HistGB,1337,1,glass_adhesion_kpa,25,0.5614740188499169,41.398490624276064,32.09825134126003,0.6622129678726196,0.8617908801816019,0.823076923076923,0.8450634405486515
external_single,MLP,1337,1,glass_adhesion_kpa,25,0.563835620880127,41.28686947227063,30.445253372192383,0.660427451133728,0.8145264387130737,0.8007692307692308,0.8124801224058884
external_single,Mean,1337,2,glass_adhesion_kpa,25,-1.04439377784729,89.3859231742826,70.87902069091797,1.4298231601715088,0.0,0.0,0.0
external_single,Ridge,1337,2,glass_adhesion_kpa,25,0.6820859909057617,35.24858187805663,25.443300247192383,0.5638386011123657,0.8457995057106018,0.883846153846154,0.8621535672302469
external_single,ElasticNet,1337,2,glass_adhesion_kpa,25,0.6784157752990723,35.451465364415824,25.77275848388672,0.5670839548110962,0.8434129953384399,0.883846153846154,0.8597952546026805
external_single,KNN,1337,2,glass_adhesion_kpa,25,0.5349871483662287,42.63039145370588,36.85939781922,0.6819185018539429,0.8853578747803382,0.8453846153846154,0.8558973985499657
external_single,SVR-RBF,1337,2,glass_adhesion_kpa,25,0.6712133254786928,35.846267925615464,28.392797343130574,0.5733992457389832,0.8205787299899131,0.8238461538461539,0.8435798301678835
external_single,RandomForest,1337,2,glass_adhesion_kpa,25,0.5425187087785062,42.2837514993341,34.467385404353,0.6763736605644226,0.8590962193217803,0.8238461538461539,0.8379337968490232
external_single,HistGB,1337,2,glass_adhesion_kpa,25,0.49050730458617664,44.622697835647294,36.61727339250392,0.7137876152992249,0.8292138970375993,0.7972297627442905,0.8181607876935058
external_single,MLP,1337,2,glass_adhesion_kpa,25,0.6085498929023743,39.11335283655938,28.406049728393555,0.6256597638130188,0.8077229261398315,0.8253846153846154,0.8223948203152901
external_single,Mean,1337,3,glass_adhesion_kpa,25,-1.0997557640075684,90.58811749479068,71.88188171386719,1.4490535259246826,,,0.0
external_single,Ridge,1337,3,glass_adhesion_kpa,25,0.6342519521713257,37.80749095179833,27.88013458251953,0.604771077632904,0.8280194997787476,0.8707692307692307,0.8267487122806028
external_single,ElasticNet,1337,3,glass_adhesion_kpa,25,0.6270315647125244,38.17885540452988,28.473388671875,0.6107114553451538,0.8218332529067993,0.8430769230769231,0.822969886572029
external_single,KNN,1337,3,glass_adhesion_kpa,25,0.3359579459201102,50.94301386111942,41.16605419497468,0.8148877620697021,0.8413134916933128,0.7784615384615384,0.7852340643161165
external_single,SVR-RBF,1337,3,glass_adhesion_kpa,25,0.7491117410293892,31.31316825426169,24.177238431251617,0.5008874535560608,0.8720041240030111,0.8823076923076922,0.9019497578941479
external_single,RandomForest,1337,3,glass_adhesion_kpa,25,0.5210700329732311,43.263619338469205,34.81343458469978,0.692047655582428,0.8629522281178562,0.8400000000000001,0.8309541155541317
external_single,HistGB,1337,3,glass_adhesion_kpa,25,0.3888414569934675,48.87241344723142,40.1024120841031,0.7817663550376892,0.8283733838858484,0.7943835499899453,0.8001938681304023
external_single,MLP,1337,3,glass_adhesion_kpa,25,0.4967467188835144,44.34862359802232,33.6954460144043,0.7094035148620605,0.785505473613739,0.7161538461538461,0.7759791178150484
external_single,Mean,1337,4,glass_adhesion_kpa,25,-1.1784307956695557,92.26961914513086,73.32405090332031,1.4759509563446045,0.0,0.0,0.0
external_single,Ridge,1337,4,glass_adhesion_kpa,25,0.65260249376297,36.84683444998193,27.239164352416992,0.5894044041633606,0.8283609747886658,0.8730769230769231,0.8240092077487894
external_single,ElasticNet,1337,4,glass_adhesion_kpa,25,0.6517946720123291,36.88964883820731,27.2907772064209,0.5900892019271851,0.8277705311775208,0.8730769230769231,0.8235433957250199
external_single,KNN,1337,4,glass_adhesion_kpa,25,0.669152810371856,35.95841726143292,28.638706571241123,0.5751931667327881,0.8737194573880742,0.8792307692307693,0.8808843114763872
external_single,SVR-RBF,1337,4,glass_adhesion_kpa,25,0.7045898981152849,33.9781331535585,26.170978095352112,0.5435164570808411,0.8404824155496561,0.883846153846154,0.8619857384570094
external_single,RandomForest,1337,4,glass_adhesion_kpa,25,0.6403446631579396,37.49126525661032,23.620508823269336,0.5997127294540405,0.8420818993988631,0.8492307692307692,0.8362238307064774
