tag,model,seed,fold,target,n_test,R2,RMSE,MAE,NRMSE,PearsonR,SpearmanRho,CCC,TopK20,TopK30
baseline,ElasticNet,1337,2,glass_adhesion_kpa,63,0.7282559871673584,32.618165217382135,24.24107551574707,0.5212907195091248,0.8584539890289307,0.847394570966316,0.8711703861924368,0.9,0.8666666666666667
baseline,KNN,1337,2,glass_adhesion_kpa,63,0.7959874586710083,28.262327406425165,21.621091750896053,0.45167747139930725,0.8963611497474017,0.8960948566054793,0.9102377733785386,0.85,0.8333333333333334
baseline,SVR-RBF,1337,2,glass_adhesion_kpa,63,0.8227630380990352,26.342478775141334,19.420162910016725,0.42099520564079285,0.9106225932062875,0.903655521946207,0.9189622575554269,0.85,0.9
baseline,RandomForest,1337,2,glass_adhesion_kpa,63,0.8390933002300403,25.099585761808676,18.690116050817732,0.4011317789554596,0.9178588785182621,0.9154165569206721,0.9317324337352144,0.9,0.8333333333333334
baseline,HistGB,1337,2,glass_adhesion_kpa,63,0.7715407481992735,29.907758517206748,21.905326999202362,0.4779741168022156,0.8903845014869021,0.8846458490895204,0.9039366394144193,0.9,0.8
baseline,MLP,1337,2,glass_adhesion_kpa,63,0.6754912734031677,35.644513912667016,24.091463088989258,0.5696566700935364,0.842119574546814,0.8630679502282056,0.8554037648062025,0.8,0.8333333333333334
baseline,Mean,1337,3,glass_adhesion_kpa,63,-0.00011336803436279297,74.13925018482956,59.96158218383789,1.0000567436218262,,,0.0,0.1,0.2
baseline,Ridge,1337,3,glass_adhesion_kpa,63,0.8154670000076294,31.846421778248885,24.966339111328125,0.42957308888435364,0.9041845202445984,0.8829176970116396,0.9103536953086704,0.8,0.8666666666666667
baseline,ElasticNet,1337,3,glass_adhesion_kpa,63,0.8090840578079224,32.392513060022836,25.146902084350586,0.4369392693042755,0.9008463621139526,0.8630439481160126,0.9064435991895973,0.8,0.8666666666666667
baseline,KNN,1337,3,glass_adhesion_kpa,63,0.780880921985523,34.702736350341794,24.484648408885377,0.4681016206741333,0.8869008552562202,0.879509397080264,0.8995962941237853,0.8,0.8666666666666667
baseline,SVR-RBF,1337,3,glass_adhesion_kpa,63,0.8366615483206659,29.96179595498099,21.683629800966575,0.4041515588760376,0.9207928049999621,0.9278256489243427,0.924047961786153,0.85,0.8333333333333334
baseline,RandomForest,1337,3,glass_adhesion_kpa,63,0.817320969696459,31.68604054796321,22.414046743650328,0.42740973830223083,0.9041096220230399,0.898831097395457,0.9136155934706979,0.8,0.8666666666666667
baseline,HistGB,1337,3,glass_adhesion_kpa,63,0.8076025164454501,32.51796194898097,22.31870937348357,0.43863144516944885,0.8992047452265232,0.9068718049800403,0.9110641268921096,0.8,0.8
baseline,MLP,1337,3,glass_adhesion_kpa,63,0.6779149770736694,42.073516446011645,33.15310287475586,0.567525327205658,0.8264829516410828,0.7750522048172584,0.834915832873513,0.7,0.8333333333333334
baseline,Mean,1337,4,glass_adhesion_kpa,63,-0.020475387573242188,87.17228809948722,65.4248046875,1.0101858377456665,,,0.0,0.0,0.16666666666666666
baseline,Ridge,1337,4,glass_adhesion_kpa,63,0.7438397407531738,43.67501665801772,32.01175308227539,0.5061228275299072,0.8727827668190002,0.8563130798557282,0.847838388108441,0.85,0.8333333333333334
baseline,ElasticNet,1337,4,glass_adhesion_kpa,63,0.7435934543609619,43.69600602323755,32.04054260253906,0.5063660144805908,0.87269127368927,0.8563130798557282,0.8476099367885208,0.85,0.8333333333333334
baseline,KNN,1337,4,glass_adhesion_kpa,63,0.7566848792834412,42.56589201874674,29.22568021413387,0.49326983094215393,0.8742798254893277,0.8801468912271085,0.8710785075867278,0.8,0.8666666666666667
baseline,SVR-RBF,1337,4,glass_adhesion_kpa,63,0.7658160493142446,41.75954458055498,29.05333201498596,0.48392558097839355,0.8835356469826778,0.9023485785569444,0.8662906652847961,0.8,0.8333333333333334
baseline,RandomForest,1337,4,glass_adhesion_kpa,63,0.731098133479688,44.74804827817652,30.236563462133617,0.5185574889183044,0.8644125138636078,0.869850108670893,0.8391510551075704,0.8,0.8666666666666667
baseline,HistGB,1337,4,glass_adhesion_kpa,63,0.6793571468784039,48.86388257342888,30.519177612494236,0.5662533640861511,0.8253596776405484,0.8456184144204689,0.8168973488428586,0.8,0.8666666666666667
baseline,MLP,1337,4,glass_adhesion_kpa,63,0.6720305681228638,49.41899246652293,36.64408493041992,0.5726861953735352,0.8259835839271545,0.7476088183240245,0.798047419421614,0.8,0.8
baseline,Mean,20260731,0,glass_adhesion_kpa,64,-0.0005125999450683594,69.4399119180569,54.41954803466797,1.0002562999725342,0.0,0.0,0.0,0.1,0.16666666666666666
baseline,Ridge,20260731,0,glass_adhesion_kpa,64,0.6714669466018677,39.79123377273253,28.22163200378418,0.5731780529022217,0.8266310095787048,0.833489777914812,0.8357104472830147,0.8,0.8333333333333334
baseline,ElasticNet,20260731,0,glass_adhesion_kpa,64,0.6712048053741455,39.80710937798988,28.224353790283203,0.5734066963195801,0.8264795541763306,0.8337187208851782,0.8355714889936326,0.8,0.8333333333333334
baseline,KNN,20260731,0,glass_adhesion_kpa,64,0.575675180290232,45.221723189557586,26.843704930439415,0.6514022350311279,0.8074201554479659,0.8512557524152212,0.8131780445136046,0.8,0.8666666666666667
baseline,SVR-RBF,20260731,0,glass_adhesion_kpa,64,0.7375354171152055,35.56585417315782,23.593638598113372,0.5123130083084106,0.8592761876044255,0.878774697453226,0.8656583869294434,0.75,0.8666666666666667
baseline,RandomForest,20260731,0,glass_adhesion_kpa,64,0.7178891731827326,36.87293998036995,22.481710060102586,0.5311411023139954,0.8519008420452553,0.8731427003822199,0.8620272806886875,0.8,0.8333333333333334
baseline,HistGB,20260731,0,glass_adhesion_kpa,64,0.5899316029904345,44.4555553420718,27.157778113966522,0.6403658390045166,0.7945932465350121,0.8354586874599605,0.8068614559656264,0.8,0.8666666666666667
baseline,MLP,20260731,0,glass_adhesion_kpa,64,0.5999467968940735,43.90932484784695,31.863269805908203,0.6324976086616516,0.7927250862121582,0.8045513864605375,0.80407548921957,0.8,0.8333333333333334
baseline,Mean,20260731,1,glass_adhesion_kpa,63,-0.001769423484802246,75.34899595486492,59.810638427734375,1.0008844137191772,,,0.0,0.0,0.16666666666666666
baseline,Ridge,20260731,1,glass_adhesion_kpa,63,0.7445230484008789,38.05129754840415,30.30643653869629,0.5054473280906677,0.8630056977272034,0.8173003072196621,0.8650184536481818,0.85,0.8
baseline,ElasticNet,20260731,1,glass_adhesion_kpa,63,0.7495259046554565,37.676882638450365,30.225534439086914,0.5004738569259644,0.866459846496582,0.8245487711213518,0.8657135614405095,0.85,0.8
baseline,KNN,20260731,1,glass_adhesion_kpa,63,0.793782821169372,34.18660637159796,25.590675542404377,0.4541114568710327,0.8962475942916012,0.875384024577573,0.906477408059212,0.9,0.8333333333333334
baseline,SVR-RBF,20260731,1,glass_adhesion_kpa,63,0.8351601661737686,30.565017932656147,23.531944924231865,0.40600472688674927,0.9148255768536482,0.917386712749616,0.9210983791926907,0.85,0.8666666666666667
baseline,RandomForest,20260731,1,glass_adhesion_kpa,63,0.8284214222052251,31.183517551361327,23.930532887781425,0.4142204523086548,0.9130832445772422,0.8854166666666667,0.9159121744019556,0.9,0.8333333333333334
baseline,HistGB,20260731,1,glass_adhesion_kpa,63,0.7648897929109716,36.50306341598825,26.66050643866819,0.4848816692829132,0.8756295219245339,0.8641000410524953,0.8794129083978582,0.85,0.8
baseline,MLP,20260731,1,glass_adhesion_kpa,63,0.6255949139595032,46.06429673395384,35.51741027832031,0.6118865013122559,0.8245282769203186,0.7578245007680492,0.8058568774370486,0.8,0.8333333333333334
baseline,Mean,20260731,2,glass_adhesion_kpa,63,-0.0009175539016723633,76.49968724405022,62.160362243652344,1.0004587173461914,,,0.0,0.0,0.1
baseline,Ridge,20260731,2,glass_adhesion_kpa,63,0.7974224090576172,34.41566664110348,26.483598709106445,0.45008620619773865,0.8938531875610352,0.9052899385560678,0.9059690786621598,0.8,0.8666666666666667
baseline,ElasticNet,20260731,2,glass_adhesion_kpa,63,0.798876941204071,34.29189350212288,26.44032096862793,0.448467493057251,0.8945693373680115,0.9054339477726574,0.9065909995366578,0.8,0.8666666666666667
baseline,KNN,20260731,2,glass_adhesion_kpa,63,0.8446471671184914,30.13839208205841,22.02634433541978,0.39414820075035095,0.9213112769688634,0.9337557603686637,0.9342300759083042,0.85,0.8666666666666667
baseline,SVR-RBF,20260731,2,glass_adhesion_kpa,63,0.8549925505571667,29.11760477029967,20.57066850818916,0.38079842925071716,0.9265832929628007,0.9374519969278035,0.934327980649437,0.9,0.9
baseline,RandomForest,20260731,2,glass_adhesion_kpa,63,0.8274227043792048,31.765253057118734,21.975723076467148,0.4154242277145386,0.9101044399312553,0.9416762672811059,0.9177342853910981,0.9,0.9
baseline,HistGB,20260731,2,glass_adhesion_kpa,63,0.8280374513276914,31.70862621802399,20.596466143772957,0.41468364000320435,0.9103547388021115,0.9360119047619049,0.923020602593966,0.9,0.8333333333333334
baseline,MLP,20260731,2,glass_adhesion_kpa,63,0.7323461771011353,39.55917522808789,31.07973289489746,0.5173527002334595,0.8571392893791199,0.8312211981566822,0.8528546846278765,0.75,0.8666666666666667
baseline,Mean,20260731,3,glass_adhesion_kpa,63,-0.0017946958541870117,77.05993380763768,59.66014862060547,1.0008970499038696,,,0.0,0.0,0.13333333333333333
baseline,Ridge,20260731,3,glass_adhesion_kpa,63,0.8344124555587769,31.329474137097023,24.175168991088867,0.4069245159626007,0.9159345626831055,0.9006336405529954,0.9184332076433104,0.85,0.9
baseline,ElasticNet,20260731,3,glass_adhesion_kpa,63,0.8343800902366638,31.33253651140107,24.19072151184082,0.4069643020629883,0.9159279465675354,0.9007776497695853,0.918395984214309,0.85,0.9
baseline,KNN,20260731,3,glass_adhesion_kpa,63,0.872070919193969,27.537463017110912,19.58503908607084,0.3576717674732208,0.9346827087686373,0.9461405529953918,0.9447869355967873,0.8,0.9333333333333333
baseline,SVR-RBF,20260731,3,glass_adhesion_kpa,63,0.8530499635770854,29.513732467485497,20.62485208540561,0.38334065675735474,0.9277404502609189,0.9516129032258066,0.9290376332485344,0.85,0.9333333333333333
baseline,RandomForest,20260731,3,glass_adhesion_kpa,63,0.8586547227503156,28.945425507011052,19.441060185151112,0.3759591579437256,0.9283935693957467,0.9441244239631337,0.9345131858740633,0.8,0.9333333333333333
baseline,HistGB,20260731,3,glass_adhesion_kpa,63,0.8234234503034782,32.35234762545943,21.03653228159296,0.4202101528644562,0.9089269643256543,0.9416282642089094,0.9214846582910188,0.85,0.9
baseline,MLP,20260731,3,glass_adhesion_kpa,63,0.7765264511108398,36.39588941902042,27.475915908813477,0.4727299213409424,0.8906615972518921,0.8067396313364056,0.8781168319233958,0.85,0.8333333333333334
baseline,Mean,20260731,4,glass_adhesion_kpa,63,-0.0001347064971923828,70.70590291504134,56.81186294555664,1.0000673532485962,,,0.0,0.05,0.23333333333333334
baseline,Ridge,20260731,4,glass_adhesion_kpa,63,0.8018589019775391,31.471227675238836,24.557300567626953,0.4451304078102112,0.8959578275680542,0.8677827788402636,0.9065679426811158,0.9,0.8333333333333334
baseline,ElasticNet,20260731,4,glass_adhesion_kpa,63,0.8018684387207031,31.470472271639014,24.556320190429688,0.445119708776474,0.8959617018699646,0.8677827788402636,0.9065671715694331,0.9,0.8333333333333334
baseline,KNN,20260731,4,glass_adhesion_kpa,63,0.8223426552426191,29.800118904801934,21.4096715026354,0.42149418592453003,0.9080922135857225,0.8992259231750743,0.9217790917293723,0.85,0.8333333333333334
baseline,SVR-RBF,20260731,4,glass_adhesion_kpa,63,0.8204704520690134,29.956728413590515,21.628006495909812,0.4237092435359955,0.9081933573366573,0.9056345640433142,0.9154770583824512,0.85,0.8333333333333334
baseline,RandomForest,20260731,4,glass_adhesion_kpa,63,0.837046792454472,28.540256387818392,19.920512017684793,0.4036746323108673,0.9152012226732679,0.9037623768233791,0.9239205984993752,0.9,0.8666666666666667
baseline,HistGB,20260731,4,glass_adhesion_kpa,63,0.7943256245250311,32.063911940614794,22.531690217761614,0.45351335406303406,0.8938814185548569,0.9037863792236346,0.9073886738322884,0.75,0.8666666666666667
baseline,MLP,20260731,4,glass_adhesion_kpa,63,0.7518220543861389,35.221514074652404,27.52227020263672,0.49817463755607605,0.8704748153686523,0.8135373542626513,0.8731589835858893,0.9,0.7333333333333333
